identifier,Qidentifier,hierarcylevel,type,prefLabel,altLabel,translation,description,parent,parentQ,related,relatedQ,source,creator,closeMatch,relatedMatch,seeAlso,example
CDB814,,4,Q2,Diorit,,diorite@en,"magmatisches Tiefengestein mit Plagioklas-Feldspat als Hauptbestandteil. Zeigt häufig eine grauschwarze bis grünlich-graue Färbung, wobei die Zusammensetzung aus weißlich-grauen Feldspäten und dunklen grünlich-schwarzen Hornblende- und/oder Biotit-Beimengungen zu einem gefleckten/gesprenkeltes Erscheinungsbild führen kann. Die Textur wird als körnig beschrieben, bei der die Minerale mit bloßem Auge erkennbar sind. ",DF7826,,,,K17,,,,,
D9B246,,4,Q2,Basalt,,,"vulkanisches Gestein mit den mineralischen Hauptbestandteilen Plagioklas, Pyroxen und Olivin. Das Gestein zeig sich in der Regel in dunkle Färbung und eine feinkörnige Textur. Basalt ist das häufigste Gestein der ozeanischen Kruste",DF7826,,,,K17,,,,,
B12CB4,,4,Q2,Gesteinsglas,,,,DF7826,,,,,,,,,
B21C51,,5,Q2,Obsidian,,,"vulkanisches Gesteinsglas aus Siliziumdioxid mit glasartig-homogener aber auch schlackig-blasiger Oberfläche. Die Färbung reicht von dunkelgrau bis annähernd schwarz über rot bis dunkel rot-braun. Obsidian zeichnet sich durch seinen charakteristisch muscheligen, scharfkantigen Bruch aus und wurde daher bereits in der Steinzeit für Werkzeuge und Waffen verwendet. ",B12CB4,,DA2D73,,K17,,,,,
CCBB4G,,5,Q2,Perlit,Perlstein,,"vulkanisches Gesteinsglas mit charakteristischem, perlartigen Aussehen, welches auf zentimetergroßen konzentrisch-schaligen Glaskügelchen in der Matrix zurückzuführen ist. Die Farbigkeit kann von grau, grün, bläulich über rötlich, braun bis hin zu farblos reichen. ",B12CB4,,DA2D73,,K17,,,,,
D51GA5,,5,Q2,Bimsstein,,,"schaumiges Gesteinsglas, bestehend aus subparallel verflochtenen Glasfasern, welche Hohlräume einschließen oder um Einsprenglinge herum führen. Das Gesteinsglas zeigt greuweiße, gelbliche, braune, hellgraue bis fast schwarze oder seltener rötliche Farbnuanzen. Seine Struktur ist deutlich porös und leicht, wodurch er in der Lage ist auf dem Wasser zu schwimmen. ",B12CB4,,DA2D73,,K17,,,,,
C7BG27,,5,Q2,Schlacke,,,"poröses, festes Material aus der Abkühlung und Erstarrung geschmolzener basaltischer Gesteine auf der Oberseite von Lavaströmen. Ähnelt von der Textur und Struktur dem Bimsstein, ist jedoch deutlich schwerer und von dunklerer Farbe als dieser. Schlacke zählt nur bedingt zu den natürlichen Gesteinen, da es neben vulkanischen Ereignissen auch als Nebenprodukt technologischer Prozesse wie der Metallurgie entstehen kann.",B12CB4,,,,K17,,,,,
C7F346,,3,Q2,Sedimentgestein,Sedimentit,,"Überbegriff für Gesteine, die mittels Diagenese durch Verwitterung, Abtragung, Zerfall anderer Gesteine und deren sekundäre Ablagerung auf der Erdoberfläche entstehen. Auch Gesteine die durch chemische Ausfällung oder von Organismen aufgebaut werden, zählen zur Gruppe der Sedimentgesteine.",D866AD,,,,K17,,,,,
F2B8B7,,4,Q2,Feuerstein,Flint,,"hartes Sedimentgestein, hauptsächlich bestehend aus feinkörnigem Quarz. Feuerstein bildet sich durch chemische Ausfällung von Siliziumdioxid in marinen Umgebungen und findet sich häufig lagenweise in Kalksteinen oder Kreideschichten. Die Farbe ist meist dunkelgrau bis schwarz und häufig von einer hellen Rinde umgeben. Der Bruch des Feuerstein ist schwarfkantig, muschelig, wesswegen er bereits früh in der Menschheitsgeschichte für Werkzeuge und Waffen verwendet wurde. Der Namensgebung entsprechend zeichnet sich Feuerstein durch seine Eigenschaft der Funkenerzeugung, bei harten Schlägen gegeneinander oder gegen andere harte Materialien, aus. ",C7F346,,,,K17,,,,,
DD91F6,,4,Q2,Sandstein,,,"klastisches Sedimentgestein aus in einer feinen Matrix eingebetteten Sandkörnern, die sich durch das Ausfüllen der Zwischenräume mit Bindemitteln wie Kalk, Ton oder Siliziumdioxid verfestigt haben. Die Farbigkeit von Sandsteinen ist vielfältig von weiß, hellgrau, gelblich über rötlich, gelblich-braun bis seltener auch grünlich, blau oder violett,. Häufig kommen auch Bänderungen, Flecken oder Maserungen vor, die auf die unterschiedliche Färbung der einzelnen Ablagerungsschichten zurückzuführen sind. Der Hauptbestandteil der meisten Sandsteine ist Quarz, weitere häufig auftretende Minerale sind Feldspat und Glimmer.",C7F346,,,,,,,,,
DB13B8,,4,Q2,Tonstein,,,"klastisches Sedimentgestein, welches hauptsächlich aus Tonmineralen besteht. Häufig werden Tonsteine durch Ablagerung von Illit, Montomorillonit und/oder Chlorit leicht schiefrig ausgebildet. Die Farbigkeit liegt bei grau, blau, grünlich, rotbraun, schwarz oder verschiedenfarbig gefleckt. Tonsteine weisen in der Regel eine außerordentliche Feinkörnigkeit auf, wodurch der Bruch selbst bei beachtlicher Beimengung von Quarz oder Glimmer durchwegs homogen wirkt. Die Struktur der Tonsteine ist meist weich und krümelig, zeigt jedoch eine höhere Härte als Schieferton. Die Oberfläche ist von einem seidigen Glanz.",C7F346,,,,,,,,,
G636F1,,4,Q2,Schieferton,Schiefer,,"Eine besonders feinplattig ausgebildete Art des Tonsteins. Schieferton zeichnet sich durch eine ausgeprägte Schieferung und Spaltbarkeit aus, die durch gerichteten Druck während der Diagenese entsteht. Die Struktur ist blättrig oder leistenförmig ausgebildet. Schiefertone sind deutlich weicher als Tonsteine und zeigen eine stumpfen Oberflächenbeschaffenheit.",C7F346,,,,,,,,,
CB4C3C,,4,Q2,Kalksinter,,,"sedimentäres Gestein, das durch Ablagerung von Kalk aus kalkhaltigem Wasser entsteht. Häufig tritt Kalksinter auch als oberflächliche Ablagerung/Überzug (z.B. auf bodengelagerten Objekten) auf. In Höhlen kann es unter den richtigen Bedingungen zur Bildung von Tropfsteinen aus Kalksinter kommen. ",C7F346,,,,,,,,,
B8224D,,4,Q2,Kalkstein,,,"sedimentäres Gestein, welches durch die Verfestigung von Kalkschlämmen (Calcit und/oder Aragonit) oder durch mechanisch sedimentierten Klasten verschiedener Herkunft gebildet wird. Auch die Bildung durch direkte biogene Anlagerung unter Beteiligung von pflanzlichen Organismen ist möglich. Die Farbigkeit kann sehr unterschiedlich sein, wenn auch weißlich, gelblich oder graue Farbtöne am häufigsten vorkommen. ",C7F346,,,,,,,,,
GGCA4G,,4,Q2,Dolomit,,,"großbkörniges, sedimentäres Gestein, das hauptsächlich aus dem gleichnamigen Mineral besteht. Die genaue Bildung von Dolomit ist nicht geklärt, jedoch kommen sie ausschließlich in marinen Sedimentabfolgen vor. Farbe, Korngröße und Gefüge ähneln den Kalksteinen, jedoch ist Dolomit härter und weniger reaktiv gegenüber Säuren. ",C7F346,,,,,,,,,
GG4BF9,,4,Q2,Bentonit,,,"polymineralisches Sedimentgestein, welches durch die Verwitterung von vulkanischer Asche oder Gläsern entsteht. Hauptbestandteil ist das Mineral Montmorillonit, mit Beimengungen von u.A. Quarz, Feldspäten, Pyrit und Biotit. Abhängig von der mineralischen Zusammensetzung treten Farben zwischen weiß, gelb, grünlich, grau bis braun auf.  Bentonit ist ein sehr weiches Gestein mit einer körnigen Textur und einem matten Oberflächenglanz",C7F346,,,,,,,,,
ACD56G,,4,Q2,eisenreiches Sedimentit,Eisenerz|Eisenformation,,"sedimentäres Gestein mit einem Eisengehalt von mehr als 15%. Als eisenmineralien sind häufig u.A. Limonit, Hämatit, Magnetit, Siderit und/oder Pyrit enthalten. ",C7F346,,,,,,,,,
ABB166,,3,Q2,Metamorphit,,,"Überbegriff für Gesteine, die durch Umwandlung anderer Gesteine (z.B. Magmatite oder Sedimentgesteine) in den Tiefen der Erdkruste, aufgrund des dort herrschenden Drucks und steigenden Temperaturen, entstanden sind. ",D866AD,,,,K17,,,,,
F85G77,,4,Q2,Amphibolit,Hornblendegestein,,"metamorphes Gestein, welches hauptsächlich aus Amphibolen und Feldspat besteht. Aufgrund des besonders hohen Vorkommens von Hornblende als Hauptbestandteil, wird der Amphibolit im deutschsprachigen Raum auch als Hornblendegestein bezeichnet. Je nach Zusammensetzung sind grau, graugrüne oder schwarzgrüne Farbigkeiten möglich, wobei durch einen hohen Anteil von Plagioklasen-Feldspäten auch ein weiß gepunktetes Aussehen zu finden ist. Die Textur ist als kristallin bis schiefrig zu bezeichnen mit mittel- bis grobkörnigen Korngrößen.",ABB166,,,,K17,,,,,
G63684,,4,Q2,Serpentinit,,,"metamorphes Gestein mit den mineralischen Hauptbestandteilen Serpentin, Olivin und Pyroxen. Zeigt häufig hell grünlich-graue bis dunkelgrüne Färbungen, aber auch rötliche Töne im Falle von Mangan-Gehalten. Auch fleckige, gebändert bis gestreifte oder völlig unregelmäßige Farbgebungen sind möglich. Die Textur kann schuppig, stumpf oder seidig-glänzend sein. ",ABB166,,,,K17,,,,,
BAB939,,4,Q2,Marmor,,,"metamorphes Gestein, welches überwiegend aus Calcit und/oder Dolomit besteht und durch unterschiedliche Metamorphosebedingungen entstanden sein kann. Die Farbigkeit kann von schneeweiß über grau, schwarz, blassgelb, braun, rosa, dunkelrot, bläulich, lila bis grünlich reichen. Häufig sind Mehrfarbigkeiten in Form von Flecken, einheitlichen Bänderungen oder willkürliche ""Marmorierung"" zu beobachten. In der Industrie werden häufig alle Karbonatgesteine als ""Marmor"" bezeichnet, in dieser Definition ist jedoch die streng petrographische Definition des Begriffs gemeint. ",ABB166,,,,K17,,,,,
D6959D,,4,Q2,Quarzit,,,"metamorphoses Gestein, welches zu mindestens 80% aus Quarz besteht. Die metamorphosen Bedingungen, unter denen sich der Quarzit bildet, können dabei ganz unterschiedlich sein. Durch den hohen Quarzanteil tritt der Quarzit vorallem in weißlicher Farbe auf, kann jedoch auch in jeder anderen Farbe, wie grau, rot oder braun, vorkommen. Die Struktur und Textur ist fein lamelliert bis massig und Schieferungen sind undeutlich ausgebildet oder fehlen ganz. ",ABB166,,,,K17,,,,,
DF1279,,4,Q2,Speckstein,Steatit,,"metamorphoses Gestein, das nahezu ausschließlich aus dem Mineral Talk besteht. Speckstein zeichnet sich, aufgrund des hohen Talkgehaltes, durch seine Weichheit, leichte Bearbeitbarkeit und eine glatte, fettige Oberfläche aus. Die Farbe ist meist lichtgrau. ",ABB166,,,,K17,,,,,
C4BCF8,,0,Q2,Zustandserfassung,Zustandserhebung,Condition assessment@en,methodischen Untersuchung zur Ermittlung und Einschätzung des Erhaltungszustandes eines Objektes zu einem definierten Zeitpunkt ,top,,,,K8,Q7|Q8,http://terminology.lido-schema.org/lido00931,,,
DBC278,,1,Q2,Bisherige Lagerung,,,Bisheriger Verbleib und Aufbewahrung von Artefakten seit ihrer Entdeckung oder Ausgrabung bis zur gegenwärtigen Zeit. ,C4BCF8,,,,,Q7|Q8,,,,
C7C3B7,,2,Q2,Frischfund,,,Das Objekt wurde im direkten Anschluss seiner Bergung von der Grabung in die Restaurierungswerkstatt eingeliefert,DBC278,,,,,Q7|Q8,,,,
F9GB13,,3,Q2,Blockbergung,,,Bergung des Objektes mit dem umgebenden Erdreich en-block,C7C3B7,,,,,Q7|Q8,,,,
G4AG5C,,3,Q2,Scherbenpflaster,,,Bergung der einzelnen Scherben/Fragmente des Objektes unter Erhaltung der in-situ Anschlüsse zwischen den Fragmenten,C7C3B7,,,,,Q7|Q8,,,,
FAG415,,3,Q2,Einzelentnahme,,,Einzelne Entnahme des Objektes/einzelner Fragmente aus dem Boden,C7C3B7,,,,,Q7|Q8,,,,
FC3322,,2,Q2,Ausstellungsentnahme,,,Das Objekt war ausgestellt und wurde zur Bearbeitung aus der Ausstellung/der Vitirine entnommen.,DBC278,,,,,,,,,
F52262,,2,Q2,Depotlagerung,,,Das Objekt wurde bis zur Einlieferung in die Restaurierungswerkstatt im Museumsdepot aufbewahrt,DBC278,,,,,Q7|Q8,,,,
A8ABBA,,2,Q2,klimatisierte Lagerung,,,"Das Objekt wurde bis zur Einlieferung in die Restaurierungswerkstatt unter kontrollierten, klimatischen Bedingungen aufbewahrt. ",DBC278,,,,,Q7|Q8,,,,
C948F2,,3,Q2,Gefrierschrank Lagerung,,,Die bisherige Lagerung des Objektes erfolgte tiefgefroren in einem Gefrierschrank,A8ABBA,,,,,Q7|Q8,,,,
D21459,,3,Q2,Kühlschrank Lagerung,,,Die bisherige Lagerung des Objektes erfolgte gekühlt in einem Kühlschrank,A8ABBA,,,,,Q7|Q8,,,,
C2241C,,3,Q2,Klimaraum Lagerung,Klimakammer,,"Das Objekt lagerte bisher in einem Raum, der über eine kontrollierte Klimaregulierung verfügte und auf für das Objekt optimale klimatische Bedingungen eingestellt war",A8ABBA,,,,,Q7|Q8,,,,
A2BB42,,3,Q2,klimatisierte Individualverpackung,Klimakiste| Klimabox,,"Das Objekt lagerte in einer individuellen Verpackung, die z.B. mittels Trockenmittel oder anderen Reagenzien auf einen speziellen Klimarwert eingestellt war. ",A8ABBA,,,,,Q7|Q8,,,,
G79CA9,,2,Q2,unklimatisierte Lagerung,,,"Die Lagerung erfolgte ohne spezielle auf das Objekt abgestimmte, kontrollierte klimatische Bedingungen",DBC278,,,,,Q7|Q8,,,,
CA1BC5,,1,Q2,Objektuntersuchung,,investigation@en|examination@en,"Beschaffung und Sammlung von Informationen über den Zustand eines Objektes, anhand derer das Restaurierungs-/Konservierungskonzept und/oder die weiteren Lagerungs- und Handhabungsempefehlungen formuliert werden",C4BCF8,,,,K8,Q7|Q8,,http://vocab.getty.edu/page/aat/300137546|http://vocab.getty.edu/page/aat/300226216,,
BC5B57,,2,Q3,[Untersuchungsergebnisse],Diagnose,examination results@en|results@en|diagnosis@en,strukturierender Sammelbegriff für die Benennung der bei der Objektuntersuchung festgestellten Beobachtungen und Auswertungen hinsichtlich der Gesamtbeschaffenheit des Objektes und dessen Ursache,CA1BC5,,,,K8,Q7|Q8,,http://vocab.getty.edu/page/aat/300137593,,
F964CG,,3,Q2,Schadensursache,Abbaufaktor|schädlicher Einfluss,Cause of damage@en,Für die Beschädigung/den Abbau als ursächlich angesehene negative Beeinträchtigung eines Objektes,BC5B57,,DAC996,,K8,Q7|Q8,,,DIN EN 15898:2020-02,
GCCD95,,4,Q2,Schadstoffe,,,"Beschädigung des Objektes, durch Emmision von schädlichen Stoffen im direkten Umfeld des Objektes (Verpackungsmaterial, Vitrinen, etc.) oder durch emmitierende Stoffe, die zur Bearbeitung des Objektes selbst Verwendung fanden. ",F964CG,,,,,Q7|Q8,,,,
AA819F,,4,Q2,lichtinduzierter Schaden,Lichtschaden,,licht- bzw. beleuchtungsinduzierte Beschädigung des Objektes,F964CG,,,,,Q7|Q8,,,,
A379F4,,4,Q2,materialbedingter Schaden,,,"Das Objekt weist Schäden auf, die auf die innere Struktur des Materials zurückzuführen sind.",F964CG,,,,,Q7|Q8,,,,
F968G3,,4,Q2,Bodenlagerungsschaden,,,"Beschädigung, die durch Einwirkungen auf ein Objekt während der Bodenlagerung verursacht wurde. (Erddruck, Besiedelung, etc.)",F964CG,,,,,Q7|Q8,,,,
GBDG4D,,4,Q2,Bergungsschaden,,,"Beschädigung, die durch den Umgang mit dem Objekt bei der Ausgrabung entstanden ist. ",F964CG,,,,,Q7|Q8,,,,
DD3A3D,,4,Q2,Transportschaden,,,"Schaden, der durch einen Transport des Objektes verursacht wurde.",F964CG,,,,,Q7|Q8,,,,
FB7C46,,4,Q2,Lagerungsschaden,,,"Beschädigung des Objektes, die auf unpassende Lagerungsbedingungen zurück zu führen ist.",F964CG,,,,,Q7|Q8,,,,
G1GA5F,,4,Q2,Biologischer Befall,Biologische Zerstörung,,"Durch Einwirkung von biologischen Organismen (Pflanzen, Tieren, Mikroorganismen) auf oder in einem Objekt verursachte Beschädigung",F964CG,,,,,Q7|Q8,,,,
C473B4,,4,Q2,Beschädigung durch vorherige Bearbeitung,Altrestaurierung,,"Schadensphänomen, das durch eine (oder mehrere) vorangegangene Restaurierungs-/Konservierungs-Maßnahme oder andere Bearbeitung verursacht wurde",F964CG,,,,,Q7|Q8,,,,
GGD66G,,4,Q2,Wasserschaden,Überschwemmung|Wassereinbruch,,Durch den Kontakt zu Wasser herbeigeführte Schäden an einem Objekt,F964CG,,,,,Q7|Q8,,,,
D171FF,,4,Q2,Feuerschaden,Brand,,Durch einen Brand bzw. den Kontakt zu Feuer/Hitze herbeigeführte Schäden an einem Objekt,F964CG,,,,,Q7|Q8,,,,
B2ADB6,,4,Q2,Vandalismus,anthropogene Schädigung,,Durch Menschen mutwillig herbeigeführte Schädigung eines Objektes,F964CG,,,,,Q7|Q8,,,,
C64BC8,,4,Q2,Klimaschaden,Klima,,"Schadensphänomen, das durch klimatische Faktoren verursacht oder verschlimmert wird (Feuchtigkeit und Temperatur, bzw. deren Schwankungen)",F964CG,,,,,Q7|Q8,,,,
FAFCF5,,4,Q2,Schaden durch mechanische Beanspruchung,Abnutzung| Verschleiß,,Durch mechanische Einwirkung hervorgerufene kumulative Schädigung des Objektes. Häufig vor allem auf die Objektoberfläche bezogen.,F964CG,,,,K9,Q7|Q8,,,,
AD3A34,,4,Q2,Verwitterung,,,Schädigung durch negative Einwirkung der Bedingungen im Freien,F964CG,,,,,Q7|Q8,,,,
D16G86,,4,Q2,Korrosionsinduzierter Schaden,,,Durch chemische Reaktion des Materials mit seiner Umgebung verursachter Schaden,F964CG,,,,,Q7|Q8,,,,
A889A3,,4,Q2,Verschmutzung,Schmutz| Ablagerung,,"Schadensphänomen, das durch Ablagerung unerwünschter Substanz, die Lesbarkeit des Objektes vermindert",F964CG,,,,K9,Q7|Q8,,,,
D28G9A,,5,Q2,Erdanhaftungen,Erdreste,,mehr oder weniger fest anhaftende Bodenbestandteile. Hauptsächlich an frisch geborgenen Objekten festzustellen. ,A889A3,,,,,Q7|Q8,,,,
F8915F,,5,Q2,Versinterung,,,Mehr oder weniger Fest an der Oberfläche anhaftende Sinterschichten.,A889A3,,,,,Q7|Q8,,,,
A14228,,5,Q2,Verkrustung,,,Fest an der Oberfläche des Objektes anhaftende und verhärtete Ansammlung von Fremdsubstanz,A889A3,,,,K9,Q7|Q8,,,,
D74F16,,5,Q2,Staubablagerung,,,"Lose, auf der Oberfläche des Objektes angesammelte Ablagerung von luftgetragenen Partikeln",A889A3,,,,K9,Q7|Q8,,,,
FDD71B,,4,Q2,Salzbelastung,Salzsprengung,,"Schadensphänomen, das durch das Vorhandensein löslicher Salze in einem Objekt/Material verursacht wird",F964CG,,,,,Q7|Q8,,,,
GDF8C2,,3,Q2,Physischer Zustand,Merkmale| Beschaffenheit,physical condition@en,Die konkreten Merkmale und Eigenschaften eines Objektes,BC5B57,,,,,Q7|Q8,,http://vocab.getty.edu/page/aat/300389724,,
CAB799,,4,Q2,Vollständigkeit,Integrität,integrity@en|completeness@en,Ausmaß an materieller Ganzheitlichkeit eines Objektes. ,GDF8C2,,,,,Q7|Q8,http://vocab.getty.edu/page/aat/300419305,,,
F573A5,,5,Q2,vollständig,,,"Zustand, bei dem alle ursprünglichen Teile des Objektes vorhanden sind.",CAB799,,,,,Q7|Q8,,,,
GAD71G,,5,Q2,unvollständig,,,"Zustand, bei dem ursprüngliche Teile des Objektes fehlen.",CAB799,,,,,Q7|Q8,,,,
FB6AGB,,4,Q2,Stabilität,,stability@en,Fahigkeit eines Objektes auch bei physischer Einwirkung seine Form oder Struktur bei zu behalten,GDF8C2,,,,K8,Q7|Q8,,,,
D79DA6,,5,Q2,stabil,,stable@en,"Zustand des Objekt, bei dem es fähig ist seine Form und Struktur zu behalten und gegenüber äußeren Einwirkung, wie mechanischen Kärften oder chemischen Prozessen stand zu halten. Ein stabiles Objekt ist weniger anfällig für Beschädigungen, bleibt über einen längeren Zeitraum hinweg in gutem Erhaltungszustand und kann demnach ohne weitere Stabilisierungsmaßnahmen gehändelt werden.",FB6AGB,,,,,Q7|Q8,,,,
FBA99A,,5,Q2,instabil,,instable@en,"mangelnde Fähigkeit des Objektes in einem stabilem Zustand zu bleiben. Das Objekt droht durch physische Faktoren, wie äußere Kräfte oder unzureichende Unterstützung seine Form oder Struktur zu verändern/verlieren. Es bedarf demnach entsprechende Stabilisierungsmaßnahmen, um in seiner ursprünglichen Form zu bleiben. Die Instabilität seines Objektes liegt häufig in der Fragilität bzw. mangelnden Festigkeit seines Werkstoffes begründet. ",FB6AGB,,DG7A1D,,,Q7|Q8,,,,
AGBB3C,,4,Q2,Festigkeit,,,Fähigkeit des Objektwerkstoffs mechanischen Widerstand gegen eine plastische Verformung oder Trennung zu leisten,GDF8C2,,,,,Q7|Q8,,,,
DG7A1D,,5,Q2,fragil,,,"Anfälligkeit des Objektwerkstoffs für Kohäsionsverlust. Das Material des Objektes ist leicht zerbrechlich oder empfindlich gegenüber physischer Einflüsse wie Stöße, Druck oder andere mechanischer Belastung. Ein Objekt dessen Werkstoff fragil ist, ist meistens in sich auch instabil, da es durch die Materialschwächung bei weiterer physischer Einwirkung nicht in der Lage ist seine ursprüngliche Form zu behalten.",AGBB3C,,FBA99A,,,Q7|Q8,,,,
DB581C,,5,Q2,zugfest,,,Das Objektmaterial zeigt eine gute Festigkeit und Widerstandsfähigkeit gegen ziehende Kräfte,AGBB3C,,,,,Q7|Q8,,,,
G2A47C,,5,Q2,druckfest,,,Das Objektmaterial zeigt eine gute Festigkeit und Widerstandsfähigkeit gegen Druckbelastung ,AGBB3C,,,,,Q7|Q8,,,,
G2F586,,5,Q2,biegefest,,,Das Objektmaterial zeigt eine gute Festigkeit und Widerstandsfähigkeit gegen Biegung und lässt sich nicht leicht durchbiegen.,AGBB3C,,,,,Q7|Q8,,,,
G147AG,,5,Q2,schlagfest,,,Das Objektmaterial zeigt eine gute Festigkeit und Widerstandsfähigkeit gegen Stöße und plötzliche Belastungen,AGBB3C,,,,,Q7|Q8,,,,
BF6339,,5,Q2,weich,,,"Das Objektmaterial zeigt eine geringe Festigkeit, ist leicht verformbar und bietet wenig Widerstand gegen mechanische Belastung wie Druck oder Kratzer. ",AGBB3C,,,,,Q7|Q8,,,,
FBG2B1,,5,Q2,hart,,,"Das Objektmaterial zeigt eine überaus hohe Festigkeit und ist somit sehr Wiederstandsfähig gegen Verformung, Kratzer oder Eindringen. ",AGBB3C,,,,,Q7|Q8,,,,
AF5C86,,5,Q2,spröde,mürbe,,Das Objektmaterial zeigt eine geringe Festigkeit und Widerstandsfähigkeit gegen Verformung. Es neigt bei anhaltender Belastung zu plötzlichem Bruch ohne vorherige elastische Verformung. ,AGBB3C,,,,,Q7|Q8,,,,
BCG421,,5,Q2,elastisch,,,"Das Objektmaterial zeigt eine geringe Festigkeit, aber gute Widerstandsfähigkeit gegenüber dauerhafter Verformung. Es ist fähig, nach der Verformung in seine ursprüngliche Form zurückzukehren.",AGBB3C,,,,,Q7|Q8,,,,
C6GB1C,,4,Q2,Veränderung,,alteration@en,"Änderung des Zustandes eines Objektes, unabhängig ob diese vorteilhaft oder nicht, beabsichtigt oder nicht ist/war. ",GDF8C2,,,,,Q7|Q8,,,,
G43DBC,,5,Q2,beschädigt,Beschädigung|Schaden,,"Das Objekt weist eine ungewollte, negative Veränderung im Vergleich zu seinem ursprünglichen Aussehen auf, die die wissenschaftliche Aussagekraft des Objektes mindert. ",C6GB1C,,,,K8,Q7|Q8,,,,
C77G9C,,5,Q2,gealtert,,,"An dem Objekt sind Spuren der Veränderung zu beobachten, die auf die natürliche Alterung des Objektes zurück zu führen sind. Eine alterungsbedingte Veränderung ist nicht zwangsläufig als Beschädigung, sondern unter Umständen als aussagekräftiger Teil der Objektbiographie zu werten. ",C6GB1C,,,,,Q7|Q8,,,,
CC2F9C,,5,,Defekt,historische Beschädigung| antike Beschädigung,,"Beeinträchtigung eines Objektes, die bereits vor der Bodenlagerung, d.h. in der historischen Geschichte des Objektes, entstanden ist. Eine solche Beeinträchtigung kann infolge der Konzeption, des Herstellungsverfahrens oder der historischen Verwendung auftreten. Sie liefert wichtige Informationen über den kulturellen und historischen Kontext sowie über die technologischen Fähigkeiten der Menschen, die das Objekt hergestellt oder verwendet haben, tragen somit zur wissenschaftlichen Aussagekraft des Objektes bei und bedürfen in der Regel keiner konservatorischen oder restauratorischen Behandlung.",C6GB1C,,,,K8,,,,,
A5D63G,,5,Q2,altrestauriert,vorbehandelt,,"An dem Objekt sind Spuren der Veränderung festzustellen, die auf eine (oder mehrere) vorherige Konservierungs- bzw. Restaurierungsmaßnahme hindeuten. ",C6GB1C,,,,,Q7|Q8,,,,
G9D1C8,,4,Q2,Maße,,,Die Abmessungen des Objektes,GDF8C2,,,,,Q7|Q8,,,,
F7D3DB,,5,Q2,Höhe,,,,G9D1C8,,,,,,,,,
CG49C6,,5,Q2,Breite,,,,G9D1C8,,,,,,,,,
A9AC1A,,5,Q2,Tiefe,,,,G9D1C8,,,,,,,,,
AG4397,,4,Q2,Feuchtigkeitsgehalt,Wassergehalt,moisture content@en|humidity content@en,Enthaltener Feuchtigkeitsanteil im Porenraum eines Materialis/Objektes,GDF8C2,,,,,Q7|Q8,http://vocab.getty.edu/page/aat/300379432,,,
G41GC6,,5,Q2,Trocken (Objektzustand),,dry@en,Das Materialgefüge/der Porenraum des Objektes oder dessen Oberfläche weisen keinen Wassergehalt auf.,AG4397,,,,,Q7|Q8,http://vocab.getty.edu/page/aat/300195439,,,
FDB9F5,,5,Q2,Feucht (Objektzustand),,moist@en,Das Materialgefüge/der Porenraum des Objektes oder dessen Oberfläche weisen einen leichten bis mittelstarken Wassergehalt auf.,AG4397,,,,,Q7|Q8,,,,
A255FD,,5,Q2,Nass (Objektzustand),Wassergesättigt,wet@en,Das Materialgefüge/der Porenraum des Objektes ist vollständig mit Wasser gesättigt.,AG4397,,,,,Q7|Q8,http://vocab.getty.edu/page/aat/300228711,,,
DAC996,,3,Q2,Schadensphänomen,Schaden|Beschädigungsart,Damage type@en,Art der negativen Veränderung an einem Objekt,BC5B57,,,,,Q7|Q8,,,,
B224CD,,4,Q2,Formänderung,,,Das Objekt zeigt eine sich negativ auf seine ursprüngliche Form auswirkende Veränderung,DAC996,,,,,Q7|Q8,,,,
G7D438,,5,Q2,Blasenbildung,,,"Das Objekt weist eine gewölbte Oberfläche bzw. mehrere oberflächliche Wölbungen mit Hohlraum darunter auf. Der Hohlraum kann Gas, Flüssigkeit und/oder feste Stoffe enthalten.",B224CD,,,,K9,Q7|Q8,,,,
A21DB2,,5,Q2,Aufrauung,,,Das Objekt weist eine zunehmend ungleichmäßiger werdende Oberfläche auf.,B224CD,,,,K9,Q7|Q8,,,,
C7859F,,5,Q2,Ausdehnung,Quellung,,Das Objekt zeigt eine Vergrößerung seiner Abmessungen im Vergleich zu seinen ursprünglichen Maßen. Diese kann durch Veränderungen des Objektmaterial selbst oder durch Hinzufügen von Fremdmaterial erfolgt sein.  ,B224CD,,,,K9,Q7|Q8,,,,
G23692,,5,Q2,Schrumpfung,Schwindung,,Das Objekt zeigt eine Verkleinerung seiner Abmessungen im Vergleich zu seinen ursprünglichen Maßen.,B224CD,,,,K9,Q7|Q8,,,,
A8D9GF,,5,Q2,Deformation,Verformung,,Das Objekt zeigt eine oder mehrere bruchlose Veränderung(en) seiner ursprünglichen Form oder Abmessung.,B224CD,,,,K9,Q7|Q8,,,,
GAC37B,,6,Q2,eingedrückt,eingedellt,,Die Deformation des Objektes weist eine nach innen gerichtete Form auf. ,A8D9GF,,,,K9,Q7|Q8,,,,
B89818,,6,Q2,gewellt,bucklig|wellig,,Das Objekt zeigt eine wellenförmige/bucklige Formänderung auf.,A8D9GF,,,,K9,Q7|Q8,,,,
FC4DGB,,6,Q2,verworfen,,,"Das Objekt weist eine in sich (gegeneinander) verschobene, unebene Fläche bzw. Form auf. Verwerfungen gehen häufig mit Brüchen einher.",A8D9GF,,,,K9,Q7|Q8,,,,
